coach,year,team,win,loss,tie,winPct,PF,PA,delta
James 'Boots' Donnelly,1989,Middle Tennessee State,9,4,0,0.69231,318,225,93
James 'Boots' Donnelly,1990,Middle Tennessee State,11,2,0,0.84615,425,128,297
James 'Boots' Donnelly,1991,Middle Tennessee State,9,4,0,0.69231,345,193,152
James 'Boots' Donnelly,1992,Middle Tennessee State,10,3,0,0.76923,417,189,228
James 'Boots' Donnelly,1993,Middle Tennessee State,5,6,0,0.45455,354,235,119
James 'Boots' Donnelly,1994,Middle Tennessee State,8,3,1,0.70833,401,229,172
James 'Boots' Donnelly,1995,Middle Tennessee State,7,4,0,0.63636,303,201,102
James 'Boots' Donnelly,1996,Middle Tennessee State,6,5,0,0.54545,220,206,14
James 'Boots' Donnelly,1997,Middle Tennessee State,4,6,0,0.4,292,244,48
James 'Boots' Donnelly,1998,Middle Tennessee State,5,5,0,0.5,250,256,-6
James 'Jim' Owens,1957,Washington,3,6,1,0.35,120,212,-92
James 'Jim' Owens,1958,Washington,3,7,0,0.3,102,146,-44
James 'Jim' Owens,1959,Washington,10,1,0,0.90909,253,73,180
James 'Jim' Owens,1960,Washington,10,1,0,0.90909,272,107,165
James 'Jim' Owens,1961,Washington,5,4,1,0.55,119,98,21
James 'Jim' Owens,1962,Washington,7,1,2,0.8,208,83,125
James 'Jim' Owens,1963,Washington,6,5,0,0.54545,183,141,42
James 'Jim' Owens,1964,Washington,6,4,0,0.6,139,110,29
James 'Jim' Owens,1965,Washington,5,5,0,0.5,205,185,20
James 'Jim' Owens,1966,Washington,6,4,0,0.6,171,141,30
James 'Jim' Owens,1967,Washington,5,5,0,0.5,136,130,6
James 'Jim' Owens,1968,Washington,3,5,2,0.4,154,177,-23
James 'Jim' Owens,1969,Washington,1,9,0,0.1,116,304,-188
James 'Jim' Owens,1970,Washington,6,4,0,0.6,334,216,118
James 'Jim' Owens,1971,Washington,8,3,0,0.72727,357,188,169
James 'Jim' Owens,1972,Washington,8,3,0,0.72727,208,204,4
James 'Jim' Owens,1973,Washington,2,9,0,0.18182,218,376,-158
James 'Jim' Owens,1974,Washington,5,6,0,0.45455,272,285,-13
James 'Jim' Sutherland,1956,Washington State,3,6,1,0.35,163,247,-84
James 'Jim' Sutherland,1957,Washington State,6,4,0,0.6,193,161,32
James 'Jim' Sutherland,1958,Washington State,7,3,0,0.7,199,117,82
James 'Jim' Sutherland,1959,Washington State,6,4,0,0.6,177,121,56
James 'Jim' Sutherland,1960,Washington State,4,5,1,0.45,210,161,49
James 'Jim' Sutherland,1961,Washington State,3,7,0,0.3,163,213,-50
James 'Jim' Sutherland,1962,Washington State,5,4,1,0.55,213,167,46
James 'Jim' Sutherland,1963,Washington State,3,6,1,0.35,95,160,-65
James 'Jimmy' DeHart,1926,Duke,3,6,0,0.33333,124,106,18
James 'Jimmy' DeHart,1927,Duke,4,5,0,0.44444,215,117,98
James 'Jimmy' DeHart,1928,Duke,5,5,0,0.5,155,116,39
James 'Jimmy' DeHart,1929,Duke,4,6,0,0.4,153,260,-107
James 'Jimmy' DeHart,1930,Duke,8,1,2,0.81818,147,48,99
James A. 'Babe' Brown,1945,Idaho,1,7,0,0.125,78,175,-97
James A. 'Babe' Brown,1946,Idaho,1,8,0,0.11111,65,247,-182
James A. 'Jim' Myers,1957,Iowa State,4,5,1,0.45,142,160,-18
James A. 'Jim' Myers,1958,Texas A&M,4,6,0,0.4,124,217,-93
James A. 'Jim' Myers,1959,Texas A&M,3,7,0,0.3,101,141,-40
James A. 'Jim' Myers,1960,Texas A&M,1,6,3,0.25,73,117,-44
James A. 'Jim' Myers,1961,Texas A&M,4,5,1,0.45,184,118,66
James A. Baldwin,1919,Maine,6,1,0,0.85714,213,26,187
James A. Baldwin,1920,Maine,3,3,3,0.5,122,142,-20
James A. Baldwin,1921,Duke,6,1,2,0.77778,147,32,115
James A. Baldwin,1922,Lehigh,3,5,1,0.38889,84,79,5
James A. Baldwin,1923,Lehigh,6,2,1,0.72222,107,57,50
James A. Baldwin,1924,Lehigh,4,1,3,0.6875,62,36,26
James A. Baldwin,1926,Wake Forest,5,4,1,0.55,186,46,140
James A. Baldwin,1927,Wake Forest,2,6,2,0.3,64,222,-158
James A. Moorhead,1907,Pittsburgh,8,2,0,0.8,147,27,120
James Allen McDonald,1963,Tennessee,5,5,0,0.5,168,121,47
James B. 'Jim' Hickey,1959,North Carolina,5,5,0,0.5,198,142,56
James B. 'Jim' Hickey,1960,North Carolina,3,7,0,0.3,117,161,-44
James B. 'Jim' Hickey,1961,North Carolina,5,5,0,0.5,121,141,-20
James B. 'Jim' Hickey,1962,North Carolina,3,7,0,0.3,112,206,-94
James B. 'Jim' Hickey,1963,North Carolina,9,2,0,0.81818,197,103,94
James B. 'Jim' Hickey,1964,North Carolina,5,5,0,0.5,178,135,43
James B. 'Jim' Hickey,1965,North Carolina,4,6,0,0.4,146,195,-49
James B. 'Jim' Hickey,1966,North Carolina,2,8,0,0.2,90,196,-106
James B. 'Jimmy' Wilson,1932,Buffalo,1,5,1,0.21429,19,208,-189
James B. 'Jimmy' Wilson,1933,Buffalo,2,3,2,0.42857,38,95,-57
James B. 'Jimmy' Wilson,1939,Canisius (NY),4,1,1,0.75,66,21,45
James B. 'Jimmy' Wilson,1940,Canisius (NY),5,3,0,0.625,86,79,7
James B. 'Jimmy' Wilson,1941,Canisius (NY),3,4,1,0.4375,98,137,-39
James B. 'Jimmy' Wilson,1942,Canisius (NY),4,3,1,0.5625,117,66,51
James B. 'Jimmy' Wilson,1948,Canisius (NY),7,2,1,0.75,242,109,133
James B. 'Jimmy' Wilson,1949,Canisius (NY),5,2,0,0.71429,132,110,22
James B. 'Jimmy' Wilson,1950,Buffalo,5,3,0,0.625,191,129,62
James B. 'Jimmy' Wilson,1951,Buffalo,4,4,0,0.5,144,189,-45
James Baxter,1918,Toledo,1,1,0,0.5,36,43,-7
James Bond,1923,Buffalo,2,5,1,0.3125,66,115,-49
James C. Donnelly,1909,Worcester Tech (MA),3,4,1,0.4375,25,43,-18
James C. Donnelly,1910,Samford,1,8,0,0.11111,10,304,-294
James C. Donnelly,1911,Worcester Tech (MA),1,7,0,0.125,14,95,-81
James C. Donnelly,1912,Miami (OH),3,3,2,0.5,88,106,-18
James C. Donnelly,1913,Miami (OH),6,2,0,0.75,154,68,86
James C. Donnelly,1914,Miami (OH),5,3,0,0.625,131,124,7
James C. Donnelly,1915,Worcester Tech (MA),3,5,1,0.38889,25,124,-99
James Coleman,1924,Akron,5,3,0,0.625,89,75,14
James Coleman,1925,Akron,1,7,0,0.125,17,150,-133
James E. 'Jim' Pixlee,1919,Oklahoma State,3,3,2,0.5,126,94,32
James E. 'Jim' Pixlee,1920,Oklahoma State,0,7,1,0.0625,35,199,-164
James E. 'Jim' Pixlee,1929,George Washington (DC),0,8,0,0,32,230,-198
James E. 'Jim' Pixlee,1930,George Washington (DC),4,4,1,0.5,153,112,41
James E. 'Jim' Pixlee,1931,George Washington (DC),5,2,1,0.6875,200,44,156
James E. 'Jim' Pixlee,1932,George Washington (DC),6,2,1,0.72222,149,76,73
James E. 'Jim' Pixlee,1933,George Washington (DC),5,3,1,0.61111,125,51,74
James E. 'Jim' Pixlee,1934,George Washington (DC),6,3,1,0.65,102,29,73
James E. 'Jim' Pixlee,1935,George Washington (DC),6,3,0,0.66667,135,101,34
James E. 'Jim' Pixlee,1936,George Washington (DC),7,1,1,0.83333,175,38,137
James E. 'Jim' Pixlee,1937,George Washington (DC),3,4,1,0.4375,104,105,-1
James E. Addicott,1900,San Jose State,3,3,1,0.5,23,64,-41
James Elam,1930,Western Kentucky,8,1,1,0.85,184,58,126
James Elam,1931,Western Kentucky,8,4,0,0.66667,172,126,46
James F. 'Pop' McKale,1914,Arizona,5,1,0,0.83333,85,20,65
James F. 'Pop' McKale,1915,Arizona,5,3,0,0.625,133,34,99
James F. 'Pop' McKale,1916,Arizona,5,3,0,0.625,247,93,154
James F. 'Pop' McKale,1917,Arizona,3,2,0,0.6,118,41,77
James F. 'Pop' McKale,1919,Arizona,7,1,0,0.875,253,19,234
James F. 'Pop' McKale,1920,Arizona,6,1,0,0.85714,381,65,316
James F. 'Pop' McKale,1921,Arizona,7,2,0,0.77778,418,68,350
James F. 'Pop' McKale,1922,Arizona,6,3,0,0.66667,109,53,56
James F. 'Pop' McKale,1923,Arizona,5,3,0,0.625,146,127,19
James F. 'Pop' McKale,1924,Arizona,2,4,0,0.33333,40,93,-53
James F. 'Pop' McKale,1925,Arizona,3,3,1,0.5,70,88,-18
James F. 'Pop' McKale,1926,Arizona,5,1,1,0.78571,143,18,125
James F. 'Pop' McKale,1927,Arizona,4,2,1,0.64286,165,59,106
James F. 'Pop' McKale,1928,Arizona,5,1,2,0.75,152,110,42
James F. 'Pop' McKale,1929,Arizona,7,1,0,0.875,182,22,160
James F. 'Pop' McKale,1930,Arizona,6,1,1,0.8125,122,33,89
James F. Faragher,1902,Notre Dame,6,2,1,0.72222,203,51,152
James F. Faragher,1903,Notre Dame,8,0,1,0.94444,291,0,291
James F. Lanagan,1903,Stanford,8,0,3,0.86364,199,6,193
James F. Lanagan,1904,Stanford,7,2,1,0.75,206,10,196
James F. Lanagan,1905,Stanford,8,0,0,1,138,13,125
James Franklin,2011,Vanderbilt,6,7,0,0.46154,347,281,66
James G. Schaeffer,1915,California,8,5,0,0.61538,242,184,58
James H. 'Jim' Crowley,1929,Michigan State,5,3,0,0.625,244,104,140
James H. 'Jim' Crowley,1930,Michigan State,5,1,2,0.75,151,32,119
James H. 'Jim' Crowley,1931,Michigan State,5,3,1,0.61111,291,61,230
James H. 'Jim' Crowley,1932,Michigan State,7,1,0,0.875,220,64,156
James H. 'Jim' Crowley,1933,Fordham,6,2,0,0.75,195,40,155
James H. 'Jim' Crowley,1934,Fordham,5,3,0,0.625,165,92,73
James H. 'Jim' Crowley,1935,Fordham,6,1,2,0.77778,134,41,93
James H. 'Jim' Crowley,1936,Fordham,5,1,2,0.75,128,33,95
James H. 'Jim' Crowley,1937,Fordham,7,0,1,0.9375,182,16,166
James H. 'Jim' Crowley,1938,Fordham,6,1,2,0.77778,186,30,156
James H. 'Jim' Crowley,1939,Fordham,6,2,0,0.75,124,48,76
James H. 'Jim' Crowley,1940,Fordham,7,2,0,0.77778,162,62,100
James H. 'Jim' Crowley,1941,Fordham,8,1,0,0.88889,182,67,115
James H. 'Jim' Miller,1959,Detroit (MI),6,4,0,0.6,199,139,60
James H. 'Jim' Miller,1960,Detroit (MI),7,2,0,0.77778,181,136,45
James H. 'Jim' Miller,1961,Detroit (MI),5,4,0,0.55556,181,173,8
James H. 'Jim' Miller,1962,Boston College,8,2,0,0.8,251,123,128
James H. 'Jim' Miller,1963,Boston College,6,3,0,0.66667,168,130,38
James H. 'Jim' Miller,1964,Boston College,6,3,0,0.66667,112,110,2
James H. 'Jim' Miller,1965,Boston College,6,4,0,0.6,209,117,92
James H. 'Jim' Miller,1966,Boston College,4,6,0,0.4,133,202,-69
James H. 'Jim' Miller,1967,Boston College,4,6,0,0.4,227,212,15
James H. 'Jim' Weaver,1933,Wake Forest,0,5,1,0.08333,13,93,-80
James H. 'Jim' Weaver,1934,Wake Forest,3,7,0,0.3,118,141,-23
James H. 'Jim' Weaver,1935,Wake Forest,2,7,0,0.22222,52,106,-54
James H. 'Jim' Weaver,1936,Wake Forest,5,4,0,0.55556,110,72,38
James H. 'Jimmy' Henry,1902,DePauw (IN),5,5,0,0.5,187,126,61
James H. 'Jimmy' Henry,1903,Vanderbilt,6,1,1,0.8125,192,16,176
James H. 'Jimmy' Stewart,1942,SMU,3,6,2,0.36364,126,133,-7
James H. 'Jimmy' Stewart,1943,SMU,2,7,0,0.22222,69,115,-46
James H. 'Jimmy' Stewart,1944,SMU,5,5,0,0.5,131,201,-70
James H. Horne,1898,Indiana,4,1,2,0.71429,90,30,60
James H. Horne,1899,Indiana,6,2,0,0.75,133,33,100
James H. Horne,1900,Indiana,4,2,2,0.625,110,29,81
James H. Horne,1901,Indiana,6,3,0,0.66667,214,87,127
James H. Horne,1902,Indiana,3,5,1,0.38889,94,207,-113
James H. Horne,1903,Indiana,4,4,0,0.5,148,124,24
James H. Horne,1904,Indiana,6,4,0,0.6,84,116,-32
James Hart,1910,Boston College,0,4,2,0.16667,16,73,-57
James Hopper,1900,Nevada,4,2,1,0.64286,78,34,44
James Hopper,1904,California,6,1,1,0.8125,75,24,51
James J. 'Jim' Yeager,1935,Fort Hays St. (KS),8,2,0,0.8,171,62,109
James J. 'Jim' Yeager,1937,Iowa State,3,6,0,0.33333,50,161,-111
James J. 'Jim' Yeager,1938,Iowa State,7,1,1,0.83333,125,64,61
James J. 'Jim' Yeager,1939,Iowa State,2,7,0,0.22222,50,117,-67
James J. 'Jim' Yeager,1940,Iowa State,4,5,0,0.44444,118,132,-14
James J. 'Jim' Yeager,1941,Colorado,3,4,1,0.4375,97,161,-64
James J. 'Jim' Yeager,1942,Colorado,7,2,0,0.77778,251,73,178
James J. 'Jim' Yeager,1943,Colorado,5,2,0,0.71429,134,47,87
James J. 'Jim' Yeager,1946,Colorado,5,4,1,0.55,91,147,-56
James J. 'Jim' Yeager,1947,Colorado,4,5,0,0.44444,90,162,-72
James J. Cline,1923,UCLA,2,5,0,0.28571,54,132,-78
James J. Cline,1924,UCLA,0,5,3,0.1875,40,109,-69
James K. 'Pat' Dwyer,1911,LSU,6,3,0,0.66667,186,34,152
James K. 'Pat' Dwyer,1912,LSU,4,3,0,0.57143,165,36,129
James K. 'Pat' Dwyer,1913,LSU,6,1,2,0.77778,200,29,171
James Knight,1902,Washington,5,1,0,0.83333,65,17,48
James Knight,1903,Washington,6,1,0,0.85714,63,11,52
James Knight,1904,Washington,4,2,1,0.64286,113,66,47
James L. Crane,1899,Vanderbilt,7,2,0,0.77778,109,42,67
James L. Crane,1900,Vanderbilt,4,4,1,0.5,90,92,-2
James L. Malone,1951,Louisiana-Monroe,6,2,0,0.75,253,128,125
James L. Malone,1952,Louisiana-Monroe,5,4,0,0.55556,243,210,33
James L. Malone,1953,Louisiana-Monroe,1,9,0,0.1,113,284,-171
James L. Morison,1894,Notre Dame,3,1,1,0.7,80,31,49
James M. ?Bingo? Brown,1923,Eastern Michigan,2,5,1,0.3125,55,104,-49
James M. ?Bingo? Brown,1924,Eastern Michigan,2,5,1,0.3125,45,69,-24
James M. 'Jim' Tatum,1942,North Carolina,5,2,2,0.66667,149,102,47
James M. 'Jim' Tatum,1946,Oklahoma,8,3,0,0.72727,309,120,189
James M. 'Jim' Tatum,1947,Maryland,7,2,2,0.72727,207,121,86
James M. 'Jim' Tatum,1948,Maryland,6,4,0,0.6,207,132,75
James M. 'Jim' Tatum,1949,Maryland,9,1,0,0.9,266,82,184
James M. 'Jim' Tatum,1950,Maryland,7,2,1,0.75,274,120,154
James M. 'Jim' Tatum,1951,Maryland,10,0,0,1,381,75,306
James M. 'Jim' Tatum,1952,Maryland,7,2,0,0.77778,218,85,133
James M. 'Jim' Tatum,1953,Maryland,10,1,0,0.90909,298,38,260
James M. 'Jim' Tatum,1954,Maryland,7,2,1,0.75,280,67,213
James M. 'Jim' Tatum,1955,Maryland,10,1,0,0.90909,217,77,140
James M. 'Jim' Tatum,1956,North Carolina,0,9,1,0.05,99,183,-84
James M. 'Jim' Tatum,1957,North Carolina,6,4,0,0.6,142,129,13
James M. 'Jim' Tatum,1958,North Carolina,6,4,0,0.6,195,109,86
James M. 'Jimmy' Phelan,1920,Missouri,7,1,0,0.875,156,61,95
James M. 'Jimmy' Phelan,1921,Missouri,6,2,0,0.75,136,50,86
James M. 'Jimmy' Phelan,1922,Purdue,1,5,1,0.21429,36,126,-90
James M. 'Jimmy' Phelan,1923,Purdue,2,5,1,0.3125,65,106,-41
James M. 'Jimmy' Phelan,1924,Purdue,5,2,0,0.71429,137,46,91
James M. 'Jimmy' Phelan,1925,Purdue,3,4,1,0.4375,119,39,80
James M. 'Jimmy' Phelan,1926,Purdue,5,2,1,0.6875,146,67,79
James M. 'Jimmy' Phelan,1927,Purdue,6,2,0,0.75,170,38,132
James M. 'Jimmy' Phelan,1928,Purdue,5,2,1,0.6875,143,41,102
James M. 'Jimmy' Phelan,1929,Purdue,8,0,0,1,187,44,143
James M. 'Jimmy' Phelan,1930,Washington,5,4,0,0.55556,182,67,115
James M. 'Jimmy' Phelan,1931,Washington,5,3,1,0.61111,166,83,83
James M. 'Jimmy' Phelan,1932,Washington,6,2,2,0.7,193,56,137
James M. 'Jimmy' Phelan,1933,Washington,5,4,0,0.55556,88,81,7
James M. 'Jimmy' Phelan,1934,Washington,6,1,1,0.8125,104,51,53
James M. 'Jimmy' Phelan,1935,Washington,5,3,0,0.625,93,42,51
James M. 'Jimmy' Phelan,1936,Washington,7,2,1,0.75,148,56,92
James M. 'Jimmy' Phelan,1937,Washington,7,2,2,0.72727,187,52,135
James M. 'Jimmy' Phelan,1938,Washington,3,5,1,0.38889,68,83,-15
James M. 'Jimmy' Phelan,1939,Washington,4,5,0,0.44444,77,93,-16
James M. 'Jimmy' Phelan,1940,Washington,7,2,0,0.77778,169,54,115
James M. 'Jimmy' Phelan,1941,Washington,5,4,0,0.55556,120,94,26
James M. 'Jimmy' Phelan,1942,Saint Mary's (CA),6,3,1,0.65,135,46,89
James M. 'Jimmy' Phelan,1943,Saint Mary's (CA),2,5,0,0.28571,93,126,-33
James M. 'Jimmy' Phelan,1944,Saint Mary's (CA),0,5,0,0,14,148,-134
James M. 'Jimmy' Phelan,1945,Saint Mary's (CA),7,2,0,0.77778,282,65,217
James M. 'Jimmy' Phelan,1946,Saint Mary's (CA),6,3,0,0.66667,229,160,69
James M. 'Jimmy' Phelan,1947,Saint Mary's (CA),3,7,0,0.3,178,246,-68
James M. Sheldon,1905,Indiana,8,1,1,0.85,240,38,202
James M. Sheldon,1906,Indiana,4,2,0,0.66667,109,46,63
James M. Sheldon,1907,Indiana,2,3,1,0.41667,85,57,28
James M. Sheldon,1908,Indiana,3,4,0,0.42857,43,70,-27
James M. Sheldon,1909,Indiana,4,3,0,0.57143,129,53,76
James M. Sheldon,1910,Indiana,6,1,0,0.85714,111,6,105
James M. Sheldon,1911,Indiana,3,3,1,0.5,74,46,28
James M. Sheldon,1912,Indiana,2,5,0,0.28571,80,100,-20
James M. Sheldon,1913,Indiana,3,4,0,0.42857,90,162,-72
James M. Swift,1891,Eastern Michigan,0,2,0,0,4,64,-60
James McWeeney,1899,Notre Dame,6,3,1,0.65,169,55,114
James N. Ashmore,1903,Washington State,3,3,2,0.5,92,54,38
James N. Ashmore,1922,DePauw (IN),4,3,2,0.55556,102,96,6
James N. Ashmore,1923,DePauw (IN),4,2,1,0.64286,63,39,24
James N. Ashmore,1924,DePauw (IN),1,7,0,0.125,30,206,-176
James P. 'Pat' Herron,1922,Indiana,1,4,2,0.28571,21,113,-92
James P. 'Pat' Herron,1925,Duke,4,5,0,0.44444,58,142,-84
James Patton,1953,New Mexico State,2,7,0,0.22222,56,316,-260
James Patton,1954,New Mexico State,0,9,0,0,87,306,-219
James R. 'Jimmy' Kitts,1934,Rice,9,1,1,0.86364,204,44,160
James R. 'Jimmy' Kitts,1935,Rice,8,3,0,0.72727,201,95,106
James R. 'Jimmy' Kitts,1936,Rice,5,7,0,0.41667,127,108,19
James R. 'Jimmy' Kitts,1937,Rice,6,3,2,0.63636,117,94,23
James R. 'Jimmy' Kitts,1938,Rice,4,6,0,0.4,91,133,-42
James R. 'Jimmy' Kitts,1939,Rice,1,9,1,0.13636,77,143,-66
James R. 'Jimmy' Kitts,1941,Virginia Tech,6,4,0,0.6,112,120,-8
James R. 'Jimmy' Kitts,1946,Virginia Tech,3,4,3,0.45,102,149,-47
James R. 'Jimmy' Kitts,1947,Virginia Tech,4,5,0,0.44444,162,191,-29
James R. Whipple,1902,California,8,0,0,1,168,12,156
James R. Whipple,1903,California,6,1,2,0.77778,128,12,116
James W. 'Jim' Aiken,1936,Akron,6,2,1,0.72222,150,87,63
James W. 'Jim' Aiken,1937,Akron,7,2,0,0.77778,139,53,86
James W. 'Jim' Aiken,1938,Akron,6,3,0,0.66667,117,94,23
James W. 'Jim' Aiken,1939,Nevada,5,4,0,0.55556,49,101,-52
James W. 'Jim' Aiken,1940,Nevada,4,4,1,0.5,252,79,173
James W. 'Jim' Aiken,1941,Nevada,3,5,1,0.38889,100,114,-14
James W. 'Jim' Aiken,1942,Nevada,4,3,1,0.5625,81,80,1
James W. 'Jim' Aiken,1943,Nevada,4,1,1,0.75,114,25,89
James W. 'Jim' Aiken,1944,Nevada,4,4,0,0.5,92,93,-1
James W. 'Jim' Aiken,1945,Nevada,7,3,0,0.7,240,147,93
James W. 'Jim' Aiken,1946,Nevada,7,2,0,0.77778,324,82,242
James W. 'Jim' Aiken,1947,Oregon,7,3,0,0.7,174,121,53
James W. 'Jim' Aiken,1948,Oregon,9,2,0,0.81818,207,103,104
James W. 'Jim' Aiken,1949,Oregon,4,6,0,0.4,250,219,31
James W. 'Jim' Aiken,1950,Oregon,1,9,0,0.1,97,214,-117
Jan Quarless,1992,Eastern Michigan,1,6,0,0.14286,70,209,-139
Jan Quarless,1997,Southern Illinois,3,8,0,0.27273,238,320,-82
Jan Quarless,1998,Southern Illinois,3,8,0,0.27273,259,296,-37
Jan Quarless,1999,Southern Illinois,5,6,0,0.45455,424,432,-8
Jan Quarless,2000,Southern Illinois,3,8,0,0.27273,208,316,-108
Jason B. Parish,1903,Syracuse,5,4,0,0.55556,200,69,131
Jay 'Biffy' Lee,1929,Buffalo,5,2,0,0.71429,92,74,18
Jay 'Biffy' Lee,1930,Buffalo,3,5,0,0.375,79,210,-131
Jay Bond,1918,Kansas,2,2,0,0.5,33,66,-33
Jeff Bower,1990,Southern Miss,0,1,0,0,27,31,-4
Jeff Bower,1991,Southern Miss,4,7,0,0.36364,212,225,-13
Jeff Bower,1992,Southern Miss,7,4,0,0.63636,219,195,24
Jeff Bower,1993,Southern Miss,3,7,1,0.31818,214,311,-97
Jeff Bower,1994,Southern Miss,6,5,0,0.54545,278,261,17
Jeff Bower,1995,Southern Miss,6,5,0,0.54545,284,241,43
Jeff Bower,1996,Southern Miss,8,3,0,0.72727,287,247,40
Jeff Bower,1997,Southern Miss,9,3,0,0.75,337,210,127
Jeff Bower,1998,Southern Miss,7,5,0,0.58333,384,238,146
Jeff Bower,1999,Southern Miss,9,3,0,0.75,333,189,144
Jeff Bower,2000,Southern Miss,8,4,0,0.66667,314,203,111
Jeff Bower,2001,Southern Miss,6,5,0,0.54545,278,186,92
Jeff Bower,2002,Southern Miss,7,6,0,0.53846,282,238,44
Jeff Bower,2003,Southern Miss,9,4,0,0.69231,293,226,67
Jeff Bower,2004,Southern Miss,7,5,0,0.58333,309,298,11
Jeff Bower,2005,Southern Miss,7,5,0,0.58333,355,272,83
Jeff Bower,2006,Southern Miss,9,5,0,0.64286,356,260,96
Jeff Bower,2007,Southern Miss,7,6,0,0.53846,361,314,47
Jeff Genyk,2004,Eastern Michigan,4,7,0,0.36364,328,458,-130
Jeff Genyk,2005,Eastern Michigan,4,7,0,0.36364,240,295,-55
Jeff Genyk,2006,Eastern Michigan,1,11,0,0.08333,167,322,-155
Jeff Genyk,2007,Eastern Michigan,4,8,0,0.33333,290,374,-84
Jeff Genyk,2008,Eastern Michigan,3,9,0,0.25,309,427,-118
Jeff Horton,1993,Nevada,7,4,0,0.63636,419,315,104
Jeff Horton,1994,UNLV,7,5,0,0.58333,315,329,-14
Jeff Horton,1995,UNLV,2,9,0,0.18182,222,520,-298
Jeff Horton,1996,UNLV,1,11,0,0.08333,276,551,-275
Jeff Horton,1997,UNLV,3,8,0,0.27273,281,332,-51
Jeff Horton,1998,UNLV,0,11,0,0,156,389,-233
Jeff Horton,2010,Minnesota,2,3,0,0.4,104,174,-70
Jeff Jagodzinski,2007,Boston College,11,3,0,0.78571,396,285,111
Jeff Jagodzinski,2008,Boston College,9,5,0,0.64286,346,257,89
Jeff Quinn,2006,Central Michigan,1,0,0,1,31,14,17
Jeff Quinn,2009,Cincinnati,0,1,0,0,24,51,-27
Jeff Quinn,2010,Buffalo,2,10,0,0.16667,170,334,-164
Jeff Quinn,2011,Buffalo,3,9,0,0.25,266,353,-87
Jeff Stoutland,2010,Miami (FL),0,1,0,0,17,33,-16
Jeff Tedford,2002,California,7,5,0,0.58333,427,318,109
Jeff Tedford,2003,California,8,6,0,0.57143,457,341,116
Jeff Tedford,2004,California,10,2,0,0.83333,441,192,249
Jeff Tedford,2005,California,8,4,0,0.66667,395,254,141
Jeff Tedford,2006,California,10,3,0,0.76923,427,251,176
Jeff Tedford,2007,California,7,6,0,0.53846,381,348,33
Jeff Tedford,2008,California,9,4,0,0.69231,424,259,165
Jeff Tedford,2009,California,8,5,0,0.61538,378,331,47
Jeff Tedford,2010,California,5,7,0,0.41667,310,271,39
Jeff Tedford,2011,California,7,6,0,0.53846,368,314,54
Jeff Tisdel,1996,Nevada,9,3,0,0.75,515,278,237
Jeff Tisdel,1997,Nevada,5,6,0,0.45455,353,320,33
Jeff Tisdel,1998,Nevada,6,5,0,0.54545,371,316,55
Jeff Tisdel,1999,Nevada,3,8,0,0.27273,283,418,-135
Jeff Woodruff,2000,Eastern Michigan,3,8,0,0.27273,209,350,-141
Jeff Woodruff,2001,Eastern Michigan,2,9,0,0.18182,197,356,-159
Jeff Woodruff,2002,Eastern Michigan,3,9,0,0.25,286,566,-280
Jeff Woodruff,2003,Eastern Michigan,1,8,0,0.11111,124,306,-182
Jennings B. 'Ears' Whitworth,1950,Oklahoma State,4,6,1,0.40909,159,259,-100
Jennings B. 'Ears' Whitworth,1951,Oklahoma State,3,7,0,0.3,168,251,-83
Jennings B. 'Ears' Whitworth,1952,Oklahoma State,3,7,0,0.3,146,178,-32
Jennings B. 'Ears' Whitworth,1953,Oklahoma State,7,3,0,0.7,178,149,29
Jennings B. 'Ears' Whitworth,1954,Oklahoma State,5,4,1,0.55,161,119,42
Jennings B. 'Ears' Whitworth,1955,Alabama,0,10,0,0,48,256,-208
Jennings B. 'Ears' Whitworth,1956,Alabama,2,7,1,0.25,85,208,-123
Jennings B. 'Ears' Whitworth,1957,Alabama,2,7,1,0.25,69,173,-104
Jerry Anderson,1984,UCF,1,3,0,0.25,55,128,-73
Jerry Baldwin,1999,Louisiana-Lafayette,2,9,0,0.18182,203,415,-212
Jerry Baldwin,2000,Louisiana-Lafayette,1,10,0,0.09091,171,355,-184
Jerry Baldwin,2001,Louisiana-Lafayette,3,8,0,0.27273,234,365,-131
Jerry Berndt,1979,DePauw (IN),2,7,0,0.22222,64,171,-107
Jerry Berndt,1980,DePauw (IN),7,2,1,0.75,235,159,76
Jerry Berndt,1981,Pennsylvania,1,9,0,0.1,133,324,-191
Jerry Berndt,1982,Pennsylvania,7,3,0,0.7,221,192,29
Jerry Berndt,1983,Pennsylvania,6,3,1,0.65,225,204,21
Jerry Berndt,1984,Pennsylvania,8,1,0,0.88889,286,152,134
Jerry Berndt,1985,Pennsylvania,7,2,1,0.75,197,161,36
Jerry Berndt,1986,Rice,4,7,0,0.36364,185,330,-145
Jerry Berndt,1987,Rice,2,9,0,0.18182,237,427,-190
Jerry Berndt,1988,Rice,0,11,0,0,165,358,-193
Jerry Berndt,1989,Temple,1,10,0,0.09091,141,387,-246
Jerry Berndt,1990,Temple,7,4,0,0.63636,261,269,-8
Jerry Berndt,1991,Temple,2,9,0,0.18182,145,290,-145
Jerry Berndt,1992,Temple,1,10,0,0.09091,132,383,-251
Jerry Burns,1961,Iowa,5,4,0,0.55556,215,162,53
Jerry Burns,1962,Iowa,4,5,0,0.44444,127,166,-39
Jerry Burns,1963,Iowa,3,3,2,0.5,126,112,14
